GCID,Category Name
mexican_restaurant,Mexicaans restaurant
mexican_torta_restaurant,Mexicaans torta restaurant
meyhane,Meyhane
mg_dealer,MG-dealer
microwave_oven_repair_service,Reparatieservice voor magnetrons
mid_atlantic_us_restaurant,Mid-Atlantic-restaurant (VS)
middle_eastern_restaurant,Midden-Oosters restaurant
middle_school,Middenschool
midwife,Verloskundige
militar_archive,Militair archief
militar_residence,Militaire woning
military_barrack,Militaire barakken
military_base,Militaire basis
military_board,Militaire raad
military_cemetery,Militaire begraafplaats
military_hospital,Militair ziekenhuis
military_recruiting_office,Militair rekruteringskantoor
military_school,Militaire school
milk_delivery_service,Melkbezorgdienst
mill,Molen
millwork_shop,Freeswerkbedrijf
mine,Mijn
mineral_water_company,Mineraalwaterbedrijf
mineral_water_wholesale,Groothandel in mineraalwater
mini_dealer,MINI-dealer
miniature_golf_course,Midgetgolfbaan
miniatures_store,Miniaturenwinkel
minibus_taxi_service,Minibustaxiservice
mining_company,Mijnbouwbedrijf
mining_consultant,Mijnbouwconsultant
mining_engineer,Mijnbouwingenieur
mining_equipment,Mijnbouwmateriaal
ministry_of_education,Ministerie van Onderwijs
mirror_shop,Spiegelwinkel
miso_cutlet_restaurant,Restaurant voor misokoteletten
missing_persons_organization,Opsporingsorganisatie voor vermiste personen
mission,Missiehuis
mitsubishi_dealer,Mitsubishi-dealer
mobile_catering,Mobiele cateraar
mobile_disco,Mobiele discoservice
mobile_home_dealer,Woonwagenverkoper
mobile_home_park,Stacaravanpark
mobile_home_rental_agency,Verhuurbedrijf voor stacaravans
mobile_home_supply_store,Winkel voor stacaravanbenodigdheden
mobile_money_agent,Mobile Money-servicepunt
mobile_network_operator,Mobiel netwerkoperator
mobile_phone_repair_shop,Reparatiewinkel voor mobiele telefoons
mobility_equipment_supplier,Leverancier van mobiliteitsmiddelen
model_car_play_area,Speelplaats voor modelauto's
model_design_company,Modelontwerpbureau
model_portfolio_studio,Studio voor modelportfolio's
model_train_store,Modeltreinwinkel
modeling_agency,Modellenbureau
modeling_school,Modellenschool
modern_art_museum,Museum voor moderne kunst
modern_british_restaurant,Modern-Brits restaurant
modern_european_restaurant,Modern-Europees restaurant
modern_french_restaurant,Modern-Frans restaurant
modern_indian_restaurant,Modern Indiaas restaurant
modular_home_builder,Bouwer van modulaire woningen
modular_home_dealer,Verkoper van modulaire woningen
mohel,Moheel
mold_maker,Mallenfabrikant
molding_supplier,Leverancier van lijstwerk
momo_restaurant,Momo restaurant
monastery,Klooster
money_order_service,Postwisselservice
money_transfer_service,Betaalservice
mongolian_barbecue_restaurant,Mongools barbecuerestaurant
monja_restaurant,Monjayaki-restaurant
monogramming_service,Monogramservice
montessori_school,Montessorischool
monument_maker,Monumentenbouwer
moped_dealer,Bromfietshandelaar
moravian_church,Moravische kerk
mordern_izakaya_restaurants,Modern izakaya restaurant
moroccan_restaurant,Marokkaans restaurant
mortgage_broker,Hypotheekmakelaar
mortgage_lender,Hypotheek
mortuary,Mortuarium
mosque,Moskee
motel,Motel
motor_scooter_dealer,Scooterwinkel
motor_scooter_repair_shop,Winkel voor scooterreparatie
motor_vehicle_dealer,Autodealer
motorcycle_dealer,Motorzaak
motorcycle_driving_school,Motorrijschool
motorcycle_insurance_agency,Tussenpersoon voor motorverzekeringen
motorcycle_parts_store,Winkel voor motorfietsonderdelen
motorcycle_rental_agency,Motorfietsverhuurbedrijf
motorcycle_repair_shop,Motorfietsreparatie
motorcycle_shop,Motorwinkel
motoring_club,Motorclub
motorsports_store,Motorsportwinkel
mountain_cable_car,Bergkabelbaan
mountain_hut,Berghut
mountaineering_class,Alpinismecursus
movie_rental_kiosk,Filmverhuurkiosk
movie_rental_store,Videotheek
movie_studio,Filmstudio
movie_theater,Bioscoop
moving_and_storage_service,Verhuizing en opslag
moving_company,Verhuizer
moving_supply_store,Winkel voor verhuisbenodigdheden
mri_center,MRI-centrum
muay_thai_boxing_gym,Muay Thai-boksschool
muffler_shop,Winkel voor knaldempers
mughlai_restaurant,Mughlai restaurant
mulch_supplier,Leverancier van bodembedekking
multimedia_and_electronic_book_publisher,Uitgeverij van multimedia en e-boeken
municipal_administration_office,Gemeentelijk administratiekantoor
municipal_department_of_tourism,Gemeentelijke afdeling voor toerisme
murtabak_restaurant,Murtabak-restaurant
musalla,Musalla
museum,Museum
museum_of_space_history,Museum voor ruimtevaartgeschiedenis
museum_of_zoology,Museum voor dierkunde
music_box_store,Winkel voor muziekdozen
music_college,Muziekschool
music_instructor,Muziekleraar
music_producer,Muziekproducent
music_publisher,Muziekuitgeverij
music_store,Muziekwinkel
musical_club,Muziekvereniging
musical_instrument_manufacturer,Muziekinstrumentenfabrikant
musical_instrument_rental_service,Verhuurbedrijf voor muziekinstrumenten
musical_instrument_repair_shop,Muziekinstrumentenreparatie
musical_instrument_store,Muziekinstrumentenwinkel
mutton_barbecue_restaurant,Lamsbarbecuerestaurant
nail_salon,Nagelstudio
nanotechnology_engineer,Engineeringbedrijf in nanotechnologie
nasi_goreng_restaurant,Nasi goreng-restaurant
nasi_restaurant,Nasi restaurant
nasi_uduk_restaurant,Nasi uduk-restaurant
national_forest,Nationaal bos
national_library,Nationale bibliotheek
national_museum,Nationaal Museum
national_park,Nationaal park
native_american_goods_store,Indiaanse winkel
native_american_restaurant,Indiaans restaurant
natural_history_museum,Natuurhistorisch museum
natural_rock_climbing_area,Natuurlijk rotsklimgebied
natural_stone_exporter,Exporteur van natuursteen
natural_stone_supplier,Natuursteenleverancier
natural_stone_wholesaler,Groothandel in natuursteen
nature_preserve,Natuurreservaat
naturopathic_practitioner,Naturopaat
naval_base,Marinebasis
navarraise_restaurant,Navarraans restaurant
neapolitan_restaurant,Napolitaans restaurant
needlework_shop,Handwerkwinkel
neon_sign_shop,Winkel voor neonborden
neonatal_physician,Neonataloog
nepalese_restaurant,Nepalees restaurant
nephrologist,Nefroloog
netball_club,Netbalclub
neurologist,Neuroloog
neurophysiologist,Neurofysioloog
neuropsychologist,Neuropsycholoog
neurosurgeon,Neurochirurg
new_age_church,New Age-kerk
new_england_restaurant,New England-restaurant
new_us_american_restaurant,Nieuw-Amerikaans restaurant
new_zealand_restaurant,Nieuw-Zeelands restaurant
news_service,Persbureau
newspaper_distribution,Krantendistributeur
newspaper_publisher,Krantenuitgever
newsstand,Nieuwskiosk
nicaraguan_restaurant,Nicaraguaans restaurant
night_club,Nachtclub
night_market,Nachtmarkt
nissan_dealer,Nissan-dealer
non_denominational_church,Niet-confessionele kerk
non_governmental_organization,Niet-overheidsorganisatie
non_profit_organization,Non-profitorganisatie
non_smoking_holiday_home,Rookvrije vakantiewoning
non_vegetarian_restaurant,Non vegetarisch restaurant
noodle_shop,Noedelwinkel
north_african_restaurant,Noord-Afrikaans restaurant
north_eastern_indian_restaurant,Noordoost Indiaas restaurant
north_indian_restaurant,Noord-Indiaas restaurant
northern_italian_restaurant,Noord-Italiaans restaurant
norwegian_restaurant,Noors restaurant
notaries_association,Notarisvereniging
notions_store,Fourniturenzaak
novelties_wholesaler,Curiositeitengroothandel
novelty_store,Winkel voor noviteiten
nuclear_engineer,Nucleair engineeringbedrijf
nuclear_power_company,Kernenergiebedrijf
nuclear_power_plant,Kerncentrale
nudist_club,Nudistenclub
nudist_park,Naturistenpark
nuevo_latino_restaurant,Nuevo Latino-restaurant
numerologist,Numeroloog
nurse_practitioner,Praktijkondersteuner
nursing_agency,Verpleging en verzorging
nursing_association,Verpleegkundevereniging
nursing_home,Verzorgingshuis
nursing_school,Verpleegkundeopleiding
nut_store,Notenwinkel
nutritionist,Voedingsdeskundige
nyonya_restaurant,Nyonyaans restaurant
oaxacan_restaurant,Oaxacaans restaurant
obanzai_cuisine,Obanzai-restaurant
observation_deck,Observatieplatform
observatory,Uitkijkpost
obstetrics_gynecology_clinic,Vrouwenkliniek
occupational_health_service,Arbodienst
occupational_medical_physician,Arbo-arts
occupational_safety_and_health,Veiligheid en gezondheid op het werk
occupational_therapist,Ergotherapeut
oden_restaurant,Oden-restaurant
odia_restaurant,Odia restaurant
off_road_race_track,Circuit voor terreinvoertuigen
off_roading_area,Gebied voor terreinvoertuigen
off_track_betting_shop,Gokkantoor
offal_pot_cooking,Restaurant voor orgaanvlees
office_accessories_wholesaler,Groothandel voor kantoorartikelen
office_equipment_rental_service,Verhuurbedrijf voor kantoormeubilair
office_equipment_repair_service,Herstelservice voor kantoorapparatuur
office_equipment_supplier,Leverancier van kantoormeubilair
office_furniture_store,Winkel voor kantoormeubilair
office_refurbishment_service,Renovatieservice voor kantoren
office_space_rental_agency,Verhuurbedrijf voor kantoorruimte
office_supply_store,Kantoorboekhandel
office_supply_wholesaler,Groothandel in kantoorartikelen
oil_and_gas_exploration_service,Olie- en gasexploratiedienst
oil_change_service,Olieverversingsservice
oil_company,Olie- en gasbedrijf
oil_field_equipment_supplier,Leverancier van machines voor oliewinning
oil_refinery,Olieraffinaderij
oilfield,Olieveld
okonomiyaki_restaurant,Okonomiyaki-restaurant
oldsmobile_dealer,Oldsmobile-dealer
olive_oil_bottling_company,Bottelbedrijf voor olijfolie
olive_oil_cooperative,Olijfoliecoöperatie
olive_oil_manufacturer,Olijfoliefabrikant
oncologist,Oncoloog
onsen,Onsen
opel_dealer,Opel-dealer
open_air_museum,Openluchtmuseum
open_university,Open Universiteit
opera_company,Operabedrijf
opera_house,Operazaal
ophthalmologist,Oogarts
ophthalmology_clinic,Oogheelkundige kliniek
optical_instrument_repair_service,Reparatieservice voor optische instrumenten
optical_products_manufacturer,Fabrikant van optische producten
optical_wholesaler,Groothandel in optische artikelen
optician,Opticien
optometrist,Optometrist
oral_maxillofacial_surgeon,Orale en maxillofaciale chirurg
oral_surgeon,Kaakchirurg
orchard,Boomgaard
orchid_farm,Orchideeënkwekerij
organ_donation_and_tissue_bank,Orgaandonatie- en weefselbank
organic_drug_store,Biologische drogisterij
organic_farm,Biologische boerderij
organic_food_store,Biologische kruidenier
organic_restaurant,Biologisch restaurant
organic_store,Biologische winkel
oriental_goods_store,Oosterse winkel
oriental_rug_store,Winkel voor oosterse tapijten
orthodontist,Orthodontist
orthodox_church,Orthodoxe kerk
orthodox_synagogue,Orthodoxe synagoge
orthopedic_clinic,Orthopedische kliniek
orthopedic_shoe_store,Orthopedische schoenenwinkel
orthopedic_supplies_store,Winkel voor orthopedische hulpmiddelen
orthopedic_surgeon,Orthopedisch chirurg
orthoptist,Orthoptiepraktijk
orthotics_and_prosthetics_service,Orthese- en protheseservice
osteopath,Osteopaat
otolaryngologist,KNO-arts
otolaryngology_clinic,Kno-kliniek
outboard_motor_store,Winkel voor buitenboordmotoren
outdoor_activity_organizer,Organisator van buitenactiviteiten
outdoor_bath,Buitenbad
outdoor_clothing_and_equipment_shop,Buitensportwinkel
outdoor_furniture_store,Tuinmeubelwinkel
outdoor_movie_theatre,Openluchtbioscoop
outdoor_sports_store,Winkel voor buitensport
outdoor_swimming_pool,Buitenzwembad
outerwear_store,Winkel voor bovenkleding
outlet_mall,Outlet-winkelcentrum
outlet_store,Outletwinkel
oxygen_equipment_supplier,Leverancier van zuurstofapparatuur
oyster_bar_restaurant,Oesterbar
oyster_supplier,Oesterleverancier
paan_shop,Paanwinkel
pachinko,Pachinko-hal
pacific_rim_restaurant,Pacific Rim-restaurant
package_locker,Pakketautomaat
packaging_company,Verpakkingsbedrijf
packaging_supply_store,Winkel voor vervoer- en verpakkingsbenodigdheden
padang_restaurant,Padang-restaurant
padel_club,Padelclub
padel_court,Padelbaan
pagoda,Pagode
pain_control_clinic,Kliniek voor pijnbestrijding
pain_management_physician,Pijnbestrijdingsarts
paint_manufacturer,Verffabrikant
paint_store,Verfwinkel
paint_stripping_company,Verfverwijderingsservice
paintball_center,Paintballcentrum
paintball_store,Paintball-winkel
painter,Schilder
painting,Schilderij
painting_lessons,Schilderlessen
painting_studio,Schilderatelier
paintings_store,Schilderijenwinkel
paisa_restaurant,Paisa restaurant
pakistani_restaurant,Pakistaans restaurant
palatine_restaurant,Paltser restaurant
palestinian_restaurant,Palestijns restaurant
pallet_supplier,Palletleverancier
pan_asian_restaurant,Pan-Aziatisch restaurant
pan_latin_restaurant,Pan-Latijns-Amerikaans restaurant
pancake_house,Pannenkoekrestaurant
panipuri_shop,Pani puri winkel
paper_bag_supplier,Leverancier van papieren zakken
paper_distributor,Papierdistributeur
paper_exporter,Papierexporteur
paper_mill,Papierfabriek
paper_store,Papierwinkel
paraguayan_restaurant,Paraguayaans restaurant
paralegal_services_provider,Juridisch assistent
parapharmacy,Parafarmacie
parasailing_ride_service,Parasailoperator
parish,Parochie
park,Park
park_and_ride,Parkeer en Reis
parking_garage,Parkeergarage
parking_lot,Parkeerplaats
parking_lot_for_bicycles,Fietsenstalling
parking_lot_for_motorcycle,Parkeerplaats voor motorfietsen
parkour_spot,Parkourplek
parochial_school,Parochieschool
parsi_restaurant,Parsi restaurant
parsi_temple,Parsi-tempel
party_equipment_rental_service,Verhuurbedrijf voor feestapparatuur
party_planner,Partyplanner
party_store,Feestwinkel
passport_agent,Paspoortservice
passport_office,Paspoortkantoor
passport_photo_processor,Paspoortfotoverwerker
pasta_shop,Pastawinkel
pastry_shop,Banketbakker
patent_attorney,Octrooigemachtigde
patent_office,Octrooibureau
paternity_testing_service,Centrum voor vaderschapsonderzoek
pathologist,Patholoog
patients_support_association,Patiëntenvereniging
patio_enclosure_supplier,Leverancier van aanbouwveranda's
patisserie,Patisserie
paving_contractor,Aannemer voor bestrating
paving_materials_supplier,Leverancier van bestratingsmaterialen
pawn_shop,Lommerd
pay_by_weight_restaurant,Betaal per gewicht restaurant
payment_terminal,Betaalterminal
payroll_service,Salarisverwerkingsbureau
pecel_lele_restaurant,Pecel lele-restaurant
pediatric_cardiologist,Kindercardioloog
pediatric_clinic,Pediatrisch centrum
pediatric_dentist,Kindertandarts
pediatric_dermatologist,Kinderdermatoloog
pediatric_endocrinologist,Pediatrisch endocrinoloog
pediatric_gastroenterologist,Kindergastro-enteroloog
pediatric_hematologist,Pediatrisch hematoloog
pediatric_nephrologist,Kindernefroloog
pediatric_neurologist,Kinderneuroloog
pediatric_oncologist,Kinderoncoloog
pediatric_ophthalmologist,Kinderoogarts
pediatric_orthopedic_surgeon,Orthopedisch kinderchirurg
pediatric_pulmonologist,Kinderlongarts
pediatric_rheumatologist,Kinderreumatoloog
pediatric_surgeon,Kinderchirurg
pediatric_urologist,Kinderuroloog
pediatrician,Kinderarts
pedorthist,Orthopedisch schoentechnicus
pempek_restaurant,Pempek-restaurant
pen_store,Pennenwinkel
pennsylvania_dutch_restaurant,Pennsylvania Dutch-restaurant
pension_office,Pensioenbureau
pentecostal_church,Pinksterkerk
performing_arts_group,Theatergezelschap
performing_arts_theater,Theater
perfume_store,Parfumerie
perinatal_center,Perinataal centrum
periodontist,Parodontoloog
permanent_make_up_clinic,Permanente make-up kliniek
persian_restaurant,Perzisch restaurant
personal_chef_service,Privékoksservice
personal_concierge_service,Persoonlijke conciërgeservice
personal_injury_lawyer,Letselschadeadvocaat
personal_trainer,Personal trainer
personal_watercraft_dealer,Jetskidealer
peruvian_restaurant,Peruviaans restaurant
pest_control_service,Ongediertebestrijding
pet_boarding_service,Dierenpension
pet_cemetery,Dierenbegraafplaats
pet_funeral_services,Begrafenisonderneming voor huisdieren
pet_groomer,Dierentrimmer
pet_moving_service,Huisdierentransportbedrijf
pet_sitter,Dierenopvang
pet_store,Dierenwinkel
pet_trainer,Huisdierentrainer
petrochemical_engineer,Engineeringbedrijf in petrochemie
petroleum_products_company,Aardolieproductenfabrikant
peugeot_dealer,Peugeot-dealer
pharmaceutical_company,Farmaceutisch bedrijf
pharmaceutical_lab,Farmaceutisch laboratorium
pharmaceutical_products_wholesaler,Farmaceutische groothandel
pharmacy,Apotheek
philharmonic_hall,Filharmonische concertzaal
pho_restaurant,Pho-restaurant
phone_repair_service,Telefoonreparatieservice
photo_agency,Fotobureau
photo_booth,Fotoautomaat
photo_lab,Fotolaboratorium
photo_restoration_service,Fotorestaurateur
photo_shop,Fotowinkel
photographer,Fotograaf
photography_class,Fotografiecursus
photography_school,School voor fotografie
photography_service,Fotoservice
photography_studio,Fotostudio
physiatrist,Revalidatiearts
physical_examination_center,Centrum voor lichamelijk onderzoek
physical_fitness_program,Fitnessprogramma
physical_rehabilitation_center,Revalidatiecentrum
physician_assistant,Doktersassistent
physician_referral_service,Dienst die verwijst naar artsen
physiotherapist,Fysiotherapeut
physiotherapy_center,Fysiotherapiepraktijk
physiotherapy_equip_supplier,Leverancier van fysiotherapiebenodigdheden
piadina_restaurant,Piadinarestaurant
piano_bar,Pianobar
piano_instructor,Pianoleraar
piano_maker,Pianomaker
piano_moving_service,Pianoverhuisservice
piano_repair_service,Reparatieservice voor piano's
piano_store,Pianowinkel
piano_tuning_service,Pianostemmer
pick_your_own_farm_produce,Zelfoogstboerderij
pickleball_court,Pickleballbaan
picnic_ground,Picknickplaats
picture_frame_shop,Winkel voor fotolijsten
pie_shop,Pasteiwinkel
piedmontese_restaurant,Piëmontees restaurant
pig_farm,Varkensboerderij
pilaf_restaurant,Pilav restaurant
pilates_studio,Pilatesstudio
pile_driver,Heibedrijf
pilgrim_hostel,Pelgrimshospitaal
pilgrimages_place,Bedevaartplaats
pinatas_supplier,Piñataleverancier
pinball_machine_supplier,Leverancier van flipperkasten
pine_furniture_shop,Winkel voor vurenhouten meubelen
pipe_supplier,Leverancier van pijpen
pizza_delivery_service,Pizza aan huis
pizza_restaurant,Pizzeria
pizzatakeaway,Afhaalpizza
place_of_worship,Gebedshuis
planetarium,Planetarium
plant_and_machinery_hire,Bouwmachineverhuur
plant_nursery,Kwekerij
plast_window_store,Winkel voor plast-vensters
plaster_contractor,Stukadoor
plastic_bag_supplier,Leverancier van plastic zakken
plastic_bags_wholesaler,Groothandel in plastic tassen
plastic_fabrication_company,Kunststofproductiebedrijf
plastic_injection_molding_service,Bedrijf voor kunststofspuitgieten
plastic_products_supplier,Leverancier van plastic producten
plastic_resin_manufacturer,Kunstharsfabrikant
plastic_surgeon,Plastisch chirurg
plastic_surgery_clinic,Kliniek voor plastische chirurgie
plastic_wholesaler,Groothandel in plastic producten
plating_service,Metaalcoatingservice
playground,Speeltuin
playground_equipment_supplier,Leverancier van speeltoestellen
playgroup,Kinderspeelgroep
pleper_com_categories,https://pleper.com/categories
plumber,Loodgieter
plus_size_clothing_store,Kledingwinkel voor grote maten
plywood_supplier,Leverancier van multiplex
pneumatic_tools_supplier,Leverancier van pneumatisch gereedschap
po_boys_restaurant,Po' boys-restaurant
podiatrist,Podotherapie
poke_bar,Poke bar
police_academy,Politieacademie
police_officers_housing,Politiewoning
police_supply_store,Winkel voor politiebenodigdheden
polish_restaurant,Pools restaurant
political_party,Politieke partij
polo_club,Poloclub
polygraph_service,Leugendetectorservice
polymer_supplier,Leverancier van polymeer
polynesian_restaurant,Polynesisch restaurant
polytechnic_school,Polytechnische onderwijsinstelling
polythene_and_plastic_sheeting_supplier,Leverancier van polyetheen- en plasticfolie
pond_contractor,Aannemer voor vijvers
pond_fish_supplier,Leverancier van vijvervissen
pond_supply_store,Vijverbenodigdheden
pontiac_dealer,Pontiac-dealer
pony_club,Ponyclub
pony_ride_service,Ponyverhuur
pool_academy,Biljartacademie
pool_billard_club,Poolbiljartclub
pool_cleaning_service,Schoonmaak van zwembaden
pool_hall,Poolcentrum
popcorn_store,Popcornwinkel
pork_cutlet_rice_bowl_restaurant,Katsudon-restaurant
porridge_restaurant,Havermoutrestaurant
porsche_dealer,Porsche-dealer
port_authority,Havenautoriteit
port_operating_company,Havenbedrijf
portable_building_manufacturer,Producent van modulaire gebouwen
portable_toilet_supplier,Leverancier van mobiele toiletten
portrait_studio,Portretstudio
portuguese_restaurant,Portugees restaurant
pos_terminal_supplier,Betaalautomatenleverancier
post_office,Postkantoor
poster_store,Posterwinkel
pottery_classes,Pottenbakkersschool
pottery_manufacturer,Aardewerkfabrikant
pottery_store,Winkel in aardewerk
poultry_farm,Pluimveehouderij
poultry_store,Poelier
powder_coating_service,Poedercoatingbedrijf
power_plant,Energiecentrale
power_plant_consultant,Consultant voor elektriciteitsopwekking
power_plant_equipment_supplier,Leverancier van apparatuur voor elektriciteitscentrales
powersports_vehicle_dealer,Dealer in powersportvoertuigen
pozole_restaurant,Pozole restaurant
prawn_fishing,Garnalenvisserij
precision_engineer,Fijnmechanicus
prefecture_government_office,Overheidskantoor Japanse prefectuur
pregnancy_care_center,Centrum voor zwangerschapsbegeleiding
preparatory_school,Voorbereidingsschool
presbyterian_church,Presbyteriaanse kerk
preschool,Peuterspeelzalen
press_advisory,Persadviesservice
pressure_washing_service,Hogedrukreiniging
pretzel_store,Pretzelwinkel
priest,Priester
primary_school,Basisonderwijs
print_shop,Copyshop
printed_music_publisher,Uitgeverij van bladmuziek
printer_ink_refill_store,Winkel voor navulinkt
printer_repair_service,Reparatieservice voor printers
printing_equipment_supplier,Leverancier van afdrukapparatuur
prison,Gevangenis
private_college,Particuliere school voor hoger onderwijs
private_equity_firm,Private-equityfonds
private_golf_course,Particuliere golfbaan
private_hospital,Particulier ziekenhuis
private_investigator,Privédetective
private_school,Privéschool
private_sector_bank,Beursgenoteerde bank
private_tutor,Privéleraar
private_university,Particuliere universiteit
probation_office,Reclassering
process_server,Deurwaarder
proctologist,Proctoloog
produce_market,Kruidenierszaak
produce_wholesaler,Groothandel in groente en fruit
producteur_de_foie_gras,Producteur de Foie Gras
professional_association,Professionele vereniging
professional_organizer,Professioneel organizer
promenade,Promenade
promotional_products_supplier,Leverancier van promotieartikelen
propane_supplier,Leverancier van propaan
propeller_shop,Winkel voor propellers
property_administrator,Vastgoedbeheerservice
property_investment,Vastgoedinvesteringsbedrijf
property_maintenance,Onderhoudsdienst voor gebouwen
property_management_company,Vastgoedbeheerbedrijf
property_registry,Kadastraal bureau
prosthodontist,Prosthodontist
protected_area,Beschermd gebied
protective_clothing_supplier,Leverancier van beschermende kleding
protestant_church,Protestantse kerk
provence_restaurant,Provençaals restaurant
psychiatric_hospital,Psychiatrisch ziekenhuis
psychiatrist,Psychiater
psychic,Paranormaal medium
psychoanalyst,Psychoanalist
psychologist,Psycholoog
psychomotor_therapist,Psychomotorisch therapeut
psychoneurological_specialized_clinic,Neuropsychologische kliniek
psychopedagogy_clinic,Psychopedagogische kliniek
psychosocial_therapist,Psychosociaaltherapeut
psychosomatic_medical_practitioner,Praktijk voor psychosomatiek
psychotherapist,Psychotherapeut
pub,Café
public_bath,Openbaar bad
public_bathroom,Openbaar toilet
public_defenders_office,Bureau voor rechtshulp
public_female_bathroom,Openbaar damestoilet
public_golf_course,Openbare golfbanen
public_health_department,GGD
public_housing,Sociale woningbouworganisatie
public_library,Openbare bibliotheek
public_male_bathroom,Openbaar herentoilet
public_medical_center,Openbaar medisch centrum
public_parking_space,Openbare parkeerplaats
public_prosecutors_office,Openbaar Ministerie
public_relations_firm,PR-firma
public_safety_office,Dienst Openbare orde en veiligheid
public_sauna,Openbare sauna
public_sector_bank,Publieke bank
public_swimming_pool,Openbaar zwembad
public_university,Openbare universiteit
public_utility_company,Nutsbedrijf
public_wheelchair_accessible_bathroom,Openbaar rolstoeltoilet
public_works_department,Dienst Openbare werken
publisher,Uitgever
pueblan_restaurant,Pueblaans restaurant
puerto_rican_restaurant,Porto Ricaans restaurant
pulmonologist,Longarts
pump_supplier,Pompenleverancier
pumpkin_patch,Pompoenboerderij
punjabi_restaurant,Punjabi restaurant
puppet_theater,Poppentheater
pvc_windows_supplier,Pvc-ramenleverancier
pyrotechnician,Pyrotechnicus
qing_fang_market_place,Qing Fang-markt
quaker_church,Quaker-kerk
quantity_surveyor,Quantity surveyor
quarry,Steengroeve
quebecois_restaurant,Québécois restaurant
quilt_shop,Quiltwinkel
race_car_dealer,Dealer van raceauto's
race_course,Renbaan
racing_car_parts_store,Onderdelen voor raceauto's
raclette_restaurant,Racletterestaurant
racquetball_club,Racquetball-club
radiator_repair_service,Reparatieservice voor radiateurs
radiator_shop,Radiateurwinkel
radio_broadcaster,Radio-omroep
radiologist,Radioloog
radiotherapist,Radiotherapeut
raft_trip_outfitter,Uitrustingsleverancier voor vlottochten
rafting,Raften
rail_museum,Spoorwegmuseum
railing_contractor,Installateur van leuningen
railroad_company,Spoorwegmaatschappij
railroad_contractor,Aannemer voor spoorwegbouw
railroad_equipment_supplier,Leverancier van spoorwegmateriaal
railroad_ties_supplier,Leverancier van dwarsliggers
railway_services,Spoorwegdiensten
rainwater_tank_supplier,Leverancier van regenwatertanks
rajasthani_restaurant,Rajasthani restaurant
ram_dealer,Ram-dealer
ramen_restaurant,Ramen-noedelrestaurant
ranch,Veehouderij
rare_book_store,Winkel voor bijzondere boeken
raw_food_restaurant,Rauw voedsel-restaurant
ready_mix_concrete_supplier,Leverancier van voorgemengd beton
real_estate_agency,Makelaardij
real_estate_agents,Makelaar
real_estate_appraiser,Taxateur onroerend goed
real_estate_attorney,Advocaat vastgoedrecht
real_estate_auctioneer,Veilingmeester onroerend goed
real_estate_consultant,Vastgoedadviseur
real_estate_developer,Vastgoedontwikkelaar
real_estate_rental_agency,Verhuurbedrijf voor vastgoed
real_estate_school,Makelaarsopleiding
realschule,Realschule
record_company,Platenmaatschappij
record_storage_facility,Archiefopslagbedrijf
record_store,Platenwinkel
recording_studio,Opnamestudio
recreation_center,Recreatiecentrum
recruiter,Recruiter
rectory,Pastorie
recycling_center,Recycling
recycling_drop_off_location,Recycle inleverpunt
reenactment_site,Locatie voor het naspelen van historische gebeurtenissen
reflexologist,Reflexoloog
reform_synagogue,Liberale synagoge
reformed_church,Hervormde kerk
refrigerated_transport_service,Koeltransportservice
refrigerator_repair_service,Koelkastreparatieservice
refrigerator_store,Koelkastwinkel
refugee_camp,Vluchtelingenkamp
regional_airport,Regionaal vliegveld
regional_council,Raadhuis
regional_government_office,Kantoor van regionale overheid
registered_general_nurse,Uitzendbureau voor gediplomeerd algemeen verpleegkundigen
registration_office,Inwoner registratie loket
registry_office,Burgerlijke stand
rehearsa_studio,Repetitiestudio
reiki_therapist,Reiki-therapeut
religious_book_store,Religieuze boekwinkel
religious_destination,Religieuze bestemming
religious_goods_store,Winkel in religieuze artikelen
religious_institution,Religieuze instelling
religious_lodging,Pelgrimsverblijf
religious_organization,Religieuze organisatie
religious_school,Religieuze school
remodeler,Projectinrichter
renault_dealer,Renault-dealer
rental_car_return_location,Retourlocatie voor huurauto's
renters_insurance_agency,Tussenpersoon voor huurdersverzekering
repair_service,Reparatiebedrijf
reproductive_health_clinic,Voortplantingskliniek
reptile_store,Reptielenwinkel
research_and_product_development,Onderzoek en productontwikkeling
research_engineer,Onderzoeksingenieur
research_foundation,Stichting voor onderzoek
research_institute,Onderzoeksinstituut
residential_college,College met woonvoorzieningen
residents_association,Bewonersvereniging
resort_hotel,Vakantiecomplex
rest_stop,Verzorgingsplaats
restaurant,Restaurant
restaurant_brasserie,Brasserie
restaurant_supply_store,Winkel voor restaurantbenodigdheden
resume_service,CV-service
retail_space_rental_agency,Verhuurbedrijf voor winkelruimte
retaining_wall_supplier,Leverancier van keermuren
retirement_community,Woongemeenschap voor gepensioneerden
retirement_home,Bejaardentehuis
retreat_center,Conferentieoord
rheumatologist,Reumatoloog
rice_cake_shop,Rijstkoekjeswinkel
rice_cracker_shop,Winkel voor rijstcrackers
rice_mill,Rijstmolen
rice_restaurant,Rijstrestaurant
rice_shop,Rijstwinkel
rice_wholesaler,Rijstgroothandel
river_port,Binnenhaven
road_construction_company,Wegenbouwbedrijf
road_cycling,Fietsservices
road_safety_town,Verkeersveiligheidspark
roads_ports_and_canals_engineers_association,Vereniging voor civiele techniek
rock_climbing,Sportklimmen
rock_climbing_centre,Klimcentrum
rock_climbing_instructor,Rotskliminstructeur
